Time_Frame,Low,High,Last,Weight_Avg,ID_Full,ID1,ID3,Buy_Volume,Sell_Volume,Volume,Date
11:00 - 11:15,61.59,200.00,97.61,93.70,93.70,95.52,92.83,710.4,642.9,676.7,2025-02-07
11:15 - 11:30,57.98,126.45,82.34,85.05,85.05,85.53,85.66,700.2,693.6,696.9,2025-02-07
11:30 - 11:45,25.00,107.22,25.00,79.52,79.52,80.24,81.68,975.3,1012.0,993.7,2025-02-07
11:45 - 12:00,29.00,104.32,74.20,75.41,75.41,79.20,78.50,1291.7,1294.7,1293.2,2025-02-07
12:00 - 12:15,52.42,127.00,112.00,84.59,84.59,73.78,81.76,695.1,694.5,694.8,2025-02-07
12:15 - 12:30,25.00,137.25,101.74,85.22,85.22,74.35,80.01,885.1,948.5,916.8,2025-02-07
12:30 - 12:45,52.57,114.60,62.39,81.67,81.67,78.01,79.56,839.7,873.6,856.7,2025-02-07
12:45 - 13:00,13.98,108.69,38.40,72.76,72.76,79.31,76.36,1133.0,1147.4,1140.2,2025-02-07
13:00 - 13:15,-4.90,111.19,31.71,78.14,78.14,78.94,82.17,729.1,744.8,737.0,2025-02-07
13:15 - 13:30,26.00,105.46,46.38,74.90,74.90,73.62,77.92,725.0,733.5,729.3,2025-02-07
13:30 - 13:45,20.35,105.40,33.17,72.64,72.64,70.35,76.21,733.2,747.8,740.5,2025-02-07
13:45 - 14:00,25.00,114.75,61.80,69.05,69.05,57.48,68.99,987.1,991.5,989.3,2025-02-07
14:00 - 14:15,-42.34,129.80,102.90,71.93,71.93,59.83,69.09,1012.0,1069.1,1040.6,2025-02-07
14:15 - 14:30,51.40,123.53,105.00,80.84,80.84,66.71,74.10,890.1,935.3,912.7,2025-02-07
14:30 - 14:45,42.63,119.97,88.60,89.56,89.56,87.00,85.37,784.0,822.3,803.2,2025-02-07
14:45 - 15:00,4.17,157.80,74.30,92.01,92.01,93.24,88.64,1185.8,1206.0,1195.9,2025-02-07
15:00 - 15:15,46.52,148.70,122.03,70.59,70.59,63.34,64.25,1460.5,1416.2,1438.4,2025-02-07
15:15 - 15:30,71.39,134.45,112.58,86.73,86.73,84.96,81.27,1171.1,1063.7,1117.4,2025-02-07
15:30 - 15:45,81.10,128.17,92.10,100.77,100.77,105.49,97.44,1205.4,1163.9,1184.7,2025-02-07
15:45 - 16:00,89.87,137.82,123.53,109.61,109.61,116.53,109.22,1249.5,1199.9,1224.7,2025-02-07
16:00 - 16:15,65.28,109.70,91.48,84.42,84.42,86.14,82.34,1111.6,1085.5,1098.6,2025-02-07
16:15 - 16:30,80.20,131.84,104.99,102.27,102.27,107.22,101.46,790.5,806.6,798.6,2025-02-07
16:30 - 16:45,95.56,156.60,139.10,116.38,116.38,117.02,115.88,892.2,923.5,907.9,2025-02-07
16:45 - 17:00,108.95,162.00,125.00,123.97,123.97,121.20,119.77,1112.4,1186.8,1149.6,2025-02-07
17:00 - 17:15,80.60,124.58,84.64,101.74,101.74,101.73,100.78,829.8,856.6,843.2,2025-02-07
17:15 - 17:30,76.00,143.81,79.29,109.73,109.73,114.33,112.66,798.2,715.7,757.0,2025-02-07
17:30 - 17:45,59.56,154.95,65.00,107.09,107.09,113.78,113.05,960.9,806.2,883.6,2025-02-07
17:45 - 18:00,62.60,162.54,70.00,104.52,104.52,101.60,109.74,1156.8,1014.8,1085.8,2025-02-07
18:00 - 18:15,56.31,159.87,96.00,113.95,113.95,112.73,116.55,635.9,676.5,656.2,2025-02-07
18:15 - 18:30,43.31,143.33,82.30,104.45,104.45,106.75,113.27,717.0,768.0,742.5,2025-02-07
18:30 - 18:45,73.74,144.42,113.34,108.63,108.63,98.89,108.90,766.7,804.1,785.4,2025-02-07
18:45 - 19:00,46.05,158.32,110.00,110.20,110.20,95.31,105.63,960.4,1063.6,1012.0,2025-02-07
19:00 - 19:15,62.36,198.03,159.01,118.45,118.45,107.34,111.59,1058.9,1009.5,1034.2,2025-02-07
19:15 - 19:30,90.00,143.03,119.70,115.92,115.92,114.58,111.84,872.2,860.9,866.6,2025-02-07
19:30 - 19:45,82.54,139.17,100.00,109.74,109.74,116.60,107.99,774.6,843.8,809.2,2025-02-07
19:45 - 20:00,76.48,138.30,115.00,100.62,100.62,105.10,96.93,870.6,974.1,922.4,2025-02-07
20:00 - 20:15,100.16,148.70,125.00,113.58,113.58,112.19,112.19,1013.5,853.0,933.3,2025-02-07
20:15 - 20:30,80.31,162.94,140.95,106.40,106.40,95.65,98.79,820.7,703.4,762.1,2025-02-07
20:30 - 20:45,76.71,127.76,110.00,92.07,92.07,85.17,85.50,843.0,712.6,777.8,2025-02-07
20:45 - 21:00,55.01,157.40,74.95,84.39,84.39,85.15,80.58,1054.7,940.3,997.5,2025-02-07
21:00 - 21:15,49.46,135.50,84.47,104.56,104.56,112.71,105.52,639.2,624.2,631.7,2025-02-07
21:15 - 21:30,52.55,161.00,70.40,94.41,94.41,102.55,96.07,572.3,529.8,551.1,2025-02-07
21:30 - 21:45,-915.16,101.63,70.00,79.58,79.58,90.77,87.46,654.5,639.1,646.8,2025-02-07
21:45 - 22:00,50.49,99.99,99.89,80.36,80.36,80.92,81.03,788.3,751.8,770.1,2025-02-07
22:00 - 22:15,60.43,115.00,87.40,99.14,99.14,97.02,101.75,441.7,461.4,451.6,2025-02-07
22:15 - 22:30,37.41,113.55,66.06,89.10,89.10,89.64,91.37,429.1,468.3,448.7,2025-02-07
22:30 - 22:45,39.17,157.80,84.49,82.72,82.72,85.70,84.17,555.6,608.1,581.9,2025-02-07
22:45 - 23:00,66.00,149.90,93.28,82.98,82.98,80.03,78.92,827.7,914.2,871.0,2025-02-07
23:00 - 23:15,50.00,156.20,110.00,96.95,96.95,91.17,94.13,421.1,406.5,413.8,2025-02-07
23:15 - 23:30,37.36,156.40,100.00,91.98,91.98,90.23,90.40,353.5,365.2,359.4,2025-02-07
23:30 - 23:45,70.60,149.90,114.90,89.13,89.13,90.07,87.03,520.9,532.4,526.7,2025-02-07
23:45 - 24:00,69.15,153.80,99.90,83.59,83.59,85.65,82.14,673.3,725.1,699.2,2025-02-07
