Time_Frame,Low,High,Last,Weight_Avg,ID_Full,ID1,ID3,Buy_Volume,Sell_Volume,Volume,Date
08:45 - 09:00,173.90,306.81,220.00,215.00,215.00,192.03,203.52,823.3,768.0,795.7,2025-02-13
09:00 - 09:15,198.35,391.69,250.48,268.52,268.52,249.02,272.29,762.5,771.2,766.9,2025-02-13
09:15 - 09:30,157.02,342.34,233.00,233.32,233.32,221.74,221.88,621.0,641.9,631.5,2025-02-13
09:30 - 09:45,153.87,314.10,153.87,216.36,216.36,202.87,205.84,619.1,606.6,612.9,2025-02-13
09:45 - 10:00,162.51,292.37,232.50,211.99,211.99,209.63,204.63,720.0,713.4,716.7,2025-02-13
10:00 - 10:15,157.01,350.08,222.00,239.03,239.03,228.91,234.25,846.6,819.5,833.1,2025-02-13
10:15 - 10:30,125.49,299.99,160.00,216.34,216.34,206.13,211.23,737.8,695.0,716.4,2025-02-13
10:30 - 10:45,50.00,279.26,240.10,207.41,207.41,194.47,198.64,697.2,657.5,677.4,2025-02-13
10:45 - 11:00,158.83,276.46,247.88,205.72,205.72,190.71,192.99,753.7,786.4,770.1,2025-02-13
11:00 - 11:15,178.20,318.60,180.00,235.70,235.70,231.85,237.15,863.4,872.7,868.1,2025-02-13
11:15 - 11:30,183.16,282.86,224.70,215.22,215.22,217.94,214.17,749.6,766.0,757.8,2025-02-13
11:30 - 11:45,155.11,276.84,164.00,204.46,204.46,210.67,204.97,767.7,729.9,748.8,2025-02-13
11:45 - 12:00,142.78,278.00,166.40,179.98,179.98,181.59,178.12,974.3,799.0,886.7,2025-02-13
12:00 - 12:15,175.02,339.68,250.00,214.22,214.22,215.45,212.26,774.2,787.8,781.0,2025-02-13
12:15 - 12:30,158.60,260.11,223.40,203.59,203.59,193.68,197.35,647.3,562.3,604.8,2025-02-13
12:30 - 12:45,159.16,259.24,240.00,203.96,203.96,193.18,192.18,713.6,653.9,683.8,2025-02-13
12:45 - 13:00,155.10,281.99,235.70,197.96,197.96,199.70,190.32,873.6,804.4,839.0,2025-02-13
13:00 - 13:15,151.12,274.05,180.86,213.00,213.00,219.61,205.97,788.8,869.1,829.0,2025-02-13
13:15 - 13:30,171.10,269.99,219.00,205.19,205.19,210.91,197.64,671.6,767.1,719.4,2025-02-13
13:30 - 13:45,169.20,297.97,200.53,208.28,208.28,224.77,210.34,811.5,887.4,849.5,2025-02-13
13:45 - 14:00,160.51,251.24,231.90,201.13,201.13,214.43,203.87,1084.0,1103.9,1094.0,2025-02-13
14:00 - 14:15,157.63,299.96,211.82,204.69,204.69,220.66,207.94,711.1,637.9,674.5,2025-02-13
14:15 - 14:30,165.61,3421.59,235.00,209.38,209.38,213.51,210.85,652.3,636.2,644.3,2025-02-13
14:30 - 14:45,173.00,461.15,273.90,222.03,222.03,223.90,220.08,689.0,681.2,685.1,2025-02-13
14:45 - 15:00,172.01,275.18,234.92,211.21,211.21,210.63,208.61,908.2,920.2,914.2,2025-02-13
15:00 - 15:15,151.86,297.89,200.00,203.98,203.98,216.67,208.54,847.7,697.0,772.4,2025-02-13
15:15 - 15:30,167.24,273.40,219.61,212.46,212.46,223.28,219.46,759.7,627.4,693.6,2025-02-13
15:30 - 15:45,181.20,260.62,230.06,222.62,222.62,229.89,226.84,794.9,704.7,749.8,2025-02-13
15:45 - 16:00,186.55,265.90,247.20,225.71,225.71,225.14,228.59,934.6,830.9,882.8,2025-02-13
16:00 - 16:15,158.16,290.39,240.00,213.55,213.55,220.97,217.05,961.5,933.0,947.3,2025-02-13
16:15 - 16:30,159.92,284.39,223.83,223.97,223.97,237.52,234.88,582.5,568.1,575.3,2025-02-13
16:30 - 16:45,171.50,259.70,210.00,228.75,228.75,237.52,237.84,703.6,621.2,662.4,2025-02-13
16:45 - 17:00,138.03,267.03,170.00,228.74,228.74,224.21,237.72,985.4,836.2,910.8,2025-02-13
17:00 - 17:15,166.55,252.41,200.49,216.41,216.41,217.57,226.18,929.1,919.5,924.3,2025-02-13
17:15 - 17:30,150.00,254.85,160.00,215.73,215.73,202.72,223.36,724.9,724.2,724.6,2025-02-13
17:30 - 17:45,173.90,462.70,207.70,238.84,238.84,235.86,246.91,1084.3,1066.8,1075.6,2025-02-13
17:45 - 18:00,160.67,306.73,190.09,241.00,241.00,239.16,251.78,1413.9,1420.7,1417.3,2025-02-13
18:00 - 18:15,142.20,271.60,180.00,227.77,227.77,220.91,233.67,752.6,697.9,725.3,2025-02-13
18:15 - 18:30,144.51,260.58,165.00,215.66,215.66,204.83,218.76,650.3,585.5,617.9,2025-02-13
18:30 - 18:45,158.70,292.50,197.85,212.98,212.98,195.51,215.75,768.2,716.9,742.6,2025-02-13
18:45 - 19:00,120.62,284.10,192.99,211.40,211.40,189.09,207.33,806.7,787.6,797.2,2025-02-13
19:00 - 19:15,171.12,292.49,195.00,226.50,226.50,202.84,219.77,877.8,904.6,891.2,2025-02-13
19:15 - 19:30,114.34,257.80,150.00,211.01,211.01,194.79,207.16,852.7,882.3,867.5,2025-02-13
19:30 - 19:45,111.62,291.99,195.10,198.44,198.44,196.30,198.79,647.9,654.2,651.1,2025-02-13
19:45 - 20:00,155.78,298.79,203.30,191.28,191.28,178.41,183.42,970.0,1128.0,1049.0,2025-02-13
20:00 - 20:15,147.21,271.85,200.80,220.20,220.20,206.92,216.62,907.4,923.4,915.4,2025-02-13
20:15 - 20:30,168.57,237.26,194.99,198.51,198.51,204.84,197.90,685.9,713.8,699.9,2025-02-13
20:30 - 20:45,150.56,295.04,226.00,179.24,179.24,167.44,173.16,634.1,594.2,614.2,2025-02-13
20:45 - 21:00,140.13,219.20,194.70,161.76,161.76,149.46,153.46,993.0,887.5,940.3,2025-02-13
21:00 - 21:15,133.11,220.00,197.90,188.96,188.96,189.75,188.84,648.3,752.2,700.3,2025-02-13
21:15 - 21:30,163.00,245.93,183.00,177.63,177.63,185.34,177.17,534.1,493.3,513.7,2025-02-13
21:30 - 21:45,113.08,194.28,117.79,154.53,154.53,158.76,158.21,672.1,635.8,654.0,2025-02-13
21:45 - 22:00,110.59,158.76,115.60,142.18,142.18,147.59,143.45,798.8,753.4,776.1,2025-02-13
22:00 - 22:15,94.25,195.70,112.79,156.71,156.71,162.78,162.98,570.8,546.3,558.6,2025-02-13
22:15 - 22:30,94.27,205.70,130.00,147.75,147.75,144.27,152.20,556.5,575.9,566.2,2025-02-13
22:30 - 22:45,90.01,390.07,130.00,150.88,150.88,145.43,153.72,453.8,463.9,458.9,2025-02-13
22:45 - 23:00,73.00,156.60,134.54,141.41,141.41,134.10,142.58,621.4,673.2,647.3,2025-02-13
23:00 - 23:15,120.89,246.39,130.00,143.87,143.87,144.41,141.70,462.0,454.1,458.1,2025-02-13
23:15 - 23:30,94.40,146.60,136.60,137.01,137.01,140.26,137.28,533.8,465.3,499.6,2025-02-13
23:30 - 23:45,115.85,147.37,130.00,131.92,131.92,128.44,131.78,622.4,502.6,562.5,2025-02-13
23:45 - 24:00,89.00,182.10,109.00,118.49,118.49,109.34,115.67,777.1,604.3,690.7,2025-02-13
