Time_Frame,Low,High,Last,Weight_Avg,ID_Full,ID1,ID3,Buy_Volume,Sell_Volume,Volume,Date
14:15 - 14:30,101.00,147.42,113.40,125.76,125.76,126.52,129.20,1077.1,971.4,1024.3,2025-02-03
14:30 - 14:45,117.62,179.51,141.60,140.18,140.18,133.20,140.48,919.9,978.3,949.1,2025-02-03
14:45 - 15:00,130.00,192.80,166.80,153.05,153.05,144.29,152.27,1006.1,1171.2,1088.7,2025-02-03
15:00 - 15:15,105.69,149.70,123.85,121.89,121.89,121.69,124.63,953.1,1002.5,977.8,2025-02-03
15:15 - 15:30,101.19,415.80,124.65,132.01,132.01,124.65,131.45,832.8,821.7,827.3,2025-02-03
15:30 - 15:45,135.44,192.54,150.00,154.55,154.55,153.14,152.91,711.0,785.7,748.4,2025-02-03
15:45 - 16:00,157.64,226.98,193.00,174.30,174.30,176.73,169.18,990.8,1026.2,1008.5,2025-02-03
16:00 - 16:15,121.63,184.13,147.01,136.66,136.66,144.72,137.05,776.6,858.3,817.5,2025-02-03
16:15 - 16:30,137.92,178.63,172.00,158.37,158.37,168.82,157.46,705.2,675.4,690.3,2025-02-03
16:30 - 16:45,158.61,500.00,169.21,170.91,170.91,170.60,167.48,676.5,581.0,628.8,2025-02-03
16:45 - 17:00,162.97,262.45,175.30,188.77,188.77,184.16,185.22,869.9,869.2,869.6,2025-02-03
17:00 - 17:15,97.50,212.40,112.17,159.53,159.53,169.46,160.24,518.4,547.1,532.8,2025-02-03
17:15 - 17:30,96.75,212.39,133.90,164.55,164.55,166.58,165.47,456.0,479.4,467.7,2025-02-03
17:30 - 17:45,131.00,258.67,145.20,184.69,184.69,180.89,189.32,714.3,782.1,748.2,2025-02-03
17:45 - 18:00,138.61,324.72,150.10,199.41,199.41,179.42,198.37,877.8,958.1,918.0,2025-02-03
18:00 - 18:15,119.54,264.60,151.30,186.12,186.12,180.70,187.52,445.1,528.8,487.0,2025-02-03
18:15 - 18:30,149.90,222.73,180.00,180.33,180.33,168.85,178.12,459.5,498.7,479.1,2025-02-03
18:30 - 18:45,160.79,300.73,201.39,193.97,193.97,167.52,179.63,607.1,699.9,653.5,2025-02-03
18:45 - 19:00,150.20,270.21,200.00,188.20,188.20,188.32,178.82,654.1,681.3,667.7,2025-02-03
19:00 - 19:15,191.96,916.71,358.00,280.84,280.84,330.05,241.22,798.5,1102.7,950.6,2025-02-03
19:15 - 19:30,150.11,343.53,175.90,207.02,207.02,231.65,207.68,678.5,854.6,766.6,2025-02-03
19:30 - 19:45,145.00,257.78,177.33,180.93,180.93,209.15,184.70,720.3,686.8,703.6,2025-02-03
19:45 - 20:00,130.81,215.74,170.00,168.92,168.92,178.76,172.84,875.4,704.1,789.8,2025-02-03
20:00 - 20:15,129.80,228.00,155.00,180.61,180.61,184.77,185.06,797.2,877.6,837.4,2025-02-03
20:15 - 20:30,127.42,189.43,149.50,164.15,164.15,162.50,166.61,506.0,552.4,529.2,2025-02-03
20:30 - 20:45,137.57,173.10,162.69,154.36,154.36,161.95,156.06,498.3,549.0,523.7,2025-02-03
20:45 - 21:00,124.39,167.89,154.95,147.73,147.73,150.22,149.62,771.1,764.1,767.6,2025-02-03
21:00 - 21:15,124.30,182.47,152.60,164.98,164.98,160.39,167.54,555.9,541.3,548.6,2025-02-03
21:15 - 21:30,133.40,183.08,160.00,152.61,152.61,146.73,155.83,531.3,535.8,533.6,2025-02-03
21:30 - 21:45,117.88,155.31,137.43,138.97,138.97,126.44,138.50,597.1,490.3,543.7,2025-02-03
21:45 - 22:00,87.42,152.00,117.31,124.02,124.02,119.00,121.82,827.5,667.9,747.7,2025-02-03
22:00 - 22:15,115.52,182.72,125.56,152.93,152.93,165.52,152.61,607.9,438.3,523.1,2025-02-03
22:15 - 22:30,109.37,222.90,116.10,139.27,139.27,145.36,141.44,439.5,362.9,401.2,2025-02-03
22:30 - 22:45,90.51,163.30,135.00,145.55,145.55,142.62,149.00,407.6,480.9,444.3,2025-02-03
22:45 - 23:00,113.86,161.50,135.00,140.00,140.00,129.42,143.38,478.7,610.3,544.5,2025-02-03
23:00 - 23:15,110.40,159.99,120.00,139.73,139.73,138.32,140.51,462.0,400.3,431.2,2025-02-03
23:15 - 23:30,98.01,157.12,134.97,136.08,136.08,140.29,142.76,408.8,391.5,400.2,2025-02-03
23:30 - 23:45,79.30,148.00,122.17,132.05,132.05,132.06,137.21,448.7,424.9,436.8,2025-02-03
23:45 - 24:00,101.12,134.14,111.75,122.15,122.15,118.68,122.60,654.1,688.2,671.2,2025-02-03
