Time_Frame,Low,High,Last,Weight_Avg,ID_Full,ID1,ID3,Buy_Volume,Sell_Volume,Volume,Date
04:15 - 04:30,103.39,150.89,132.46,125.33,125.33,130.31,125.33,418.8,405.9,412.4,2025-02-05
04:30 - 04:45,109.41,157.61,115.01,128.17,128.17,130.70,128.14,446.6,437.8,442.2,2025-02-05
04:45 - 05:00,108.30,194.78,133.23,127.76,127.76,131.64,128.51,623.5,587.4,605.5,2025-02-05
05:00 - 05:15,67.60,162.33,126.77,125.77,125.77,136.10,128.55,593.6,621.0,607.3,2025-02-05
05:15 - 05:30,111.34,175.10,134.93,134.91,134.91,139.82,136.72,428.6,459.7,444.2,2025-02-05
05:30 - 05:45,121.80,174.00,145.00,141.90,141.90,135.71,143.71,489.0,512.8,500.9,2025-02-05
05:45 - 06:00,104.62,186.11,140.40,150.86,150.86,148.54,151.05,752.8,811.6,782.2,2025-02-05
06:00 - 06:15,107.00,198.33,149.60,125.98,125.98,123.13,124.55,766.8,898.6,832.7,2025-02-05
06:15 - 06:30,120.50,183.77,147.10,143.53,143.53,148.25,146.21,563.7,538.1,550.9,2025-02-05
06:30 - 06:45,126.70,305.80,157.97,162.47,162.47,158.60,165.03,693.8,742.6,718.2,2025-02-05
06:45 - 07:00,144.00,200.48,189.50,183.44,183.44,177.27,184.23,857.8,947.9,902.9,2025-02-05
07:00 - 07:15,83.40,166.89,166.77,143.30,143.30,146.18,142.11,668.7,623.7,646.2,2025-02-05
07:15 - 07:30,114.70,184.60,165.00,166.75,166.75,164.61,169.35,480.2,445.9,463.1,2025-02-05
07:30 - 07:45,125.10,202.52,145.30,183.57,183.57,165.30,183.43,709.2,676.4,692.8,2025-02-05
07:45 - 08:00,155.00,222.80,155.00,201.29,201.29,196.30,204.81,1185.4,1075.7,1130.6,2025-02-05
08:00 - 08:15,162.88,243.50,183.99,214.05,214.05,198.63,212.58,747.0,776.3,761.7,2025-02-05
08:15 - 08:30,165.94,247.07,215.00,212.40,212.40,217.25,218.66,663.2,724.4,693.8,2025-02-05
08:30 - 08:45,160.09,290.00,239.70,204.28,204.28,203.15,205.21,786.8,800.0,793.4,2025-02-05
08:45 - 09:00,144.79,315.69,267.60,195.10,195.10,198.77,190.84,1248.6,1229.5,1239.1,2025-02-05
09:00 - 09:15,145.30,314.29,257.05,211.16,211.16,221.16,212.33,1276.2,1387.0,1331.6,2025-02-05
09:15 - 09:30,143.59,478.73,186.89,197.28,197.28,213.56,196.90,1054.8,1094.6,1074.7,2025-02-05
09:30 - 09:45,117.00,241.55,122.00,184.17,184.17,207.87,187.34,1323.3,1299.1,1311.2,2025-02-05
09:45 - 10:00,120.91,233.30,130.50,176.70,176.70,204.52,186.89,1491.9,1516.9,1504.4,2025-02-05
10:00 - 10:15,123.21,255.06,148.62,180.50,180.50,188.62,187.93,1026.1,1184.5,1105.3,2025-02-05
10:15 - 10:30,108.10,206.21,164.90,166.52,166.52,162.20,171.55,1022.4,1110.1,1066.3,2025-02-05
10:30 - 10:45,122.27,172.00,148.50,151.52,151.52,142.27,152.39,1022.6,1070.5,1046.6,2025-02-05
10:45 - 11:00,117.02,170.00,150.00,150.98,150.98,146.40,151.53,1253.1,1275.2,1264.2,2025-02-05
11:00 - 11:15,103.00,183.81,153.24,161.19,161.19,159.74,164.71,1010.6,984.3,997.5,2025-02-05
11:15 - 11:30,0.00,184.24,145.00,156.96,156.96,157.03,161.33,956.7,959.2,958.0,2025-02-05
11:30 - 11:45,105.73,186.80,179.00,151.25,151.25,149.77,153.47,1022.4,986.6,1004.5,2025-02-05
11:45 - 12:00,111.23,225.50,143.00,144.12,144.12,139.72,142.89,1333.2,1306.7,1320.0,2025-02-05
12:00 - 12:15,109.67,189.95,129.05,156.66,156.66,161.99,158.31,879.4,935.0,907.2,2025-02-05
12:15 - 12:30,101.83,176.71,109.68,145.32,145.32,154.88,150.44,947.5,1004.6,976.1,2025-02-05
12:30 - 12:45,96.01,156.44,129.92,134.79,134.79,133.69,139.14,1032.5,989.2,1010.9,2025-02-05
12:45 - 13:00,70.41,154.61,90.00,129.66,129.66,120.40,131.74,1279.9,1202.5,1241.2,2025-02-05
13:00 - 13:15,97.56,160.00,140.00,138.29,138.29,146.71,143.21,955.7,840.2,898.0,2025-02-05
13:15 - 13:30,106.51,155.59,114.40,136.17,136.17,137.22,138.78,813.7,727.7,770.7,2025-02-05
13:30 - 13:45,97.93,153.13,132.10,134.43,134.43,127.53,136.02,817.3,752.9,785.1,2025-02-05
13:45 - 14:00,110.04,153.59,125.00,133.57,133.57,125.14,132.70,920.8,904.1,912.5,2025-02-05
14:00 - 14:15,103.64,166.77,147.99,128.33,128.33,123.23,123.95,937.4,966.8,952.1,2025-02-05
14:15 - 14:30,112.93,150.62,116.73,133.97,133.97,129.58,130.88,880.2,866.4,873.3,2025-02-05
14:30 - 14:45,119.47,158.07,135.00,139.71,139.71,133.46,139.11,788.3,765.8,777.1,2025-02-05
14:45 - 15:00,120.72,192.38,160.00,151.44,151.44,149.54,151.21,976.0,1000.5,988.3,2025-02-05
15:00 - 15:15,102.48,147.73,128.70,120.89,120.89,116.27,116.94,1184.3,1112.5,1148.4,2025-02-05
15:15 - 15:30,115.87,156.20,126.01,131.14,131.14,123.29,127.57,891.6,876.2,883.9,2025-02-05
15:30 - 15:45,130.77,168.61,158.00,153.45,153.45,156.18,153.00,809.9,789.6,799.8,2025-02-05
15:45 - 16:00,79.12,192.76,145.00,167.94,167.94,166.44,169.23,1065.0,1049.2,1057.1,2025-02-05
16:00 - 16:15,76.60,149.98,119.91,131.21,131.21,132.54,129.84,1154.1,1018.2,1086.2,2025-02-05
16:15 - 16:30,110.41,166.80,110.41,153.32,153.32,157.24,155.19,813.6,872.4,843.0,2025-02-05
16:30 - 16:45,119.56,195.50,157.40,162.30,162.30,158.16,165.02,656.6,668.8,662.7,2025-02-05
16:45 - 17:00,135.82,208.30,175.00,179.76,179.76,157.22,176.84,971.0,1076.7,1023.9,2025-02-05
17:00 - 17:15,136.76,211.37,187.69,159.45,159.45,161.10,157.83,739.6,766.2,752.9,2025-02-05
17:15 - 17:30,149.23,232.01,206.96,177.55,177.55,177.09,171.41,524.2,619.7,572.0,2025-02-05
17:30 - 17:45,163.70,289.31,191.77,188.26,188.26,185.12,185.43,802.3,875.1,838.7,2025-02-05
17:45 - 18:00,156.24,244.98,183.00,204.00,204.00,208.38,204.86,1044.4,1080.3,1062.4,2025-02-05
18:00 - 18:15,143.07,212.90,166.00,184.70,184.70,184.28,183.53,670.6,759.2,714.9,2025-02-05
18:15 - 18:30,144.21,234.21,210.50,191.56,191.56,184.62,189.27,531.6,672.1,601.9,2025-02-05
18:30 - 18:45,142.81,250.90,162.00,197.97,197.97,185.50,197.88,723.1,793.7,758.4,2025-02-05
18:45 - 19:00,152.29,434.66,162.00,198.39,198.39,189.51,198.40,875.8,938.0,906.9,2025-02-05
19:00 - 19:15,180.00,365.24,180.00,233.00,233.00,249.89,236.06,946.4,1060.3,1003.4,2025-02-05
19:15 - 19:30,153.04,297.18,170.00,200.97,200.97,204.68,201.48,873.5,981.4,927.5,2025-02-05
19:30 - 19:45,169.40,220.75,169.40,188.94,188.94,194.36,189.73,712.9,778.4,745.7,2025-02-05
19:45 - 20:00,159.50,228.10,190.20,178.22,178.22,185.05,176.90,836.9,816.0,826.5,2025-02-05
20:00 - 20:15,175.61,299.90,239.90,200.86,200.86,206.71,197.13,757.9,868.2,813.1,2025-02-05
20:15 - 20:30,140.11,209.75,168.40,178.04,178.04,181.37,178.74,487.9,478.6,483.3,2025-02-05
20:30 - 20:45,138.51,252.38,188.50,168.62,168.62,180.65,169.84,453.2,458.1,455.7,2025-02-05
20:45 - 21:00,130.97,197.09,175.20,156.11,156.11,157.44,157.36,739.2,660.1,699.7,2025-02-05
21:00 - 21:15,139.63,446.38,173.23,174.51,174.51,173.55,171.73,568.1,637.4,602.8,2025-02-05
21:15 - 21:30,58.15,218.50,181.79,174.06,174.06,184.29,175.69,564.5,664.8,614.7,2025-02-05
21:30 - 21:45,0.00,207.99,157.37,153.56,153.56,157.42,155.06,510.4,438.4,474.4,2025-02-05
21:45 - 22:00,51.07,192.69,123.61,142.96,142.96,150.22,144.85,791.6,589.5,690.6,2025-02-05
22:00 - 22:15,130.03,240.40,168.00,169.53,169.53,191.38,170.44,663.3,528.1,595.7,2025-02-05
22:15 - 22:30,137.22,344.78,152.10,166.95,166.95,193.20,170.88,594.0,493.3,543.7,2025-02-05
22:30 - 22:45,117.20,215.45,145.10,161.82,161.82,172.60,172.26,557.0,524.6,540.8,2025-02-05
22:45 - 23:00,95.42,196.15,140.00,144.82,144.82,145.02,151.19,788.1,762.5,775.3,2025-02-05
23:00 - 23:15,120.01,169.60,131.10,143.06,143.06,138.09,141.04,540.8,596.1,568.5,2025-02-05
23:15 - 23:30,119.29,178.00,155.00,139.75,139.75,135.77,139.97,473.7,509.5,491.6,2025-02-05
23:30 - 23:45,103.00,157.11,128.58,138.89,138.89,146.62,141.33,485.1,467.0,476.1,2025-02-05
23:45 - 24:00,95.85,178.00,122.80,123.05,123.05,119.89,124.52,734.9,692.1,713.5,2025-02-05
